sid,course_count,average_score
800777741,4,79.0000000000000000
800777870,1,66.0000000000000000
800777910,1,81.0000000000000000
800778009,3,82.6666666666666667
800781291,2,57.5000000000000000
800782664,2,85.5000000000000000
800782849,1,88.0000000000000000
800783577,2,65.0000000000000000
800783877,5,77.8000000000000000
800784118,4,89.5000000000000000
800784209,4,84.7500000000000000
800785530,1,67.0000000000000000
800786809,2,70.5000000000000000
800787422,4,85.5000000000000000
800787857,1,96.0000000000000000
800791428,4,94.0000000000000000
800792442,2,92.0000000000000000
800793240,4,71.3333333333333333
800793771,3,64.3333333333333333
800795882,2,67.5000000000000000
800796026,2,72.5000000000000000
800796097,5,74.0000000000000000
800797244,2,80.0000000000000000
800797414,3,85.0000000000000000
800798736,5,68.5000000000000000
800799419,2,80.0000000000000000
800802080,2,81.3333333333333333
800803948,1,53.0000000000000000
800804860,3,75.5000000000000000
800806902,1,50.0000000000000000
800807887,1,98.0000000000000000
800811417,5,71.6000000000000000
800812574,3,89.3333333333333333
800813409,1,89.0000000000000000
800813640,2,65.5000000000000000
800814330,2,71.0000000000000000
800814856,2,95.0000000000000000
800815743,1,86.0000000000000000
800816336,1,91.0000000000000000
800817271,2,97.0000000000000000
800819722,1,85.0000000000000000
800820093,1,99.0000000000000000
800820460,1,84.0000000000000000
800821234,3,90.5000000000000000
800821267,2,61.0000000000000000
800824227,5,73.2000000000000000
800824613,4,74.7500000000000000
800829489,1,60.0000000000000000
800834569,4,68.2500000000000000
800834606,2,77.5000000000000000
800834840,3,84.3333333333333333
800835160,4,83.5000000000000000
800837660,2,72.5000000000000000
800837814,1,61.0000000000000000
800841792,3,61.6666666666666667
800843507,2,79.0000000000000000
800846995,5,78.4000000000000000
800849017,4,90.0000000000000000
800849362,1,98.0000000000000000
800849628,4,63.2500000000000000
800853693,2,78.5000000000000000
800853914,1,
800855498,1,62.0000000000000000
800855803,3,83.0000000000000000
800858037,4,78.5000000000000000
800858071,4,80.5000000000000000
800860665,2,62.0000000000000000
800863623,4,75.5000000000000000
800865555,4,69.5000000000000000
800865909,5,76.5000000000000000
800866556,1,66.0000000000000000
800867538,5,76.0000000000000000
800867800,2,65.5000000000000000
800869841,3,76.0000000000000000
800870294,4,86.2500000000000000
800873033,3,76.5000000000000000
800873815,2,71.5000000000000000
800875735,2,96.0000000000000000
800875936,3,64.6666666666666667
800878250,1,86.0000000000000000
800880775,1,53.0000000000000000
800883290,1,53.0000000000000000
800884997,1,
800886693,3,73.0000000000000000
800889626,2,76.5000000000000000
800890311,2,71.3333333333333333
800891002,2,84.0000000000000000
800891340,2,93.0000000000000000
800893664,1,78.0000000000000000
800894947,2,92.5000000000000000
800895421,4,83.5000000000000000
800895906,2,60.0000000000000000
800895925,3,78.6666666666666667
800898060,4,79.7500000000000000
800898240,1,97.0000000000000000
800898331,4,85.0000000000000000
800898608,5,84.6000000000000000
800899060,4,73.2500000000000000
800901100,3,64.6666666666666667
800901708,3,81.6666666666666667
800901859,4,64.6666666666666667
800902969,5,67.2000000000000000
800907299,1,84.0000000000000000
800907942,3,69.6666666666666667
800909016,4,80.3333333333333333
800909046,4,82.2500000000000000
800909598,3,77.3333333333333333
800909713,4,77.2500000000000000
800910654,2,82.0000000000000000
800910726,3,81.0000000000000000
800910948,3,82.3333333333333333
800911023,5,70.4000000000000000
800911573,4,63.0000000000000000
800911766,2,64.0000000000000000
800912127,5,89.8000000000000000
800913440,1,52.0000000000000000
800913853,5,87.8000000000000000
800914600,3,69.2500000000000000
800914896,3,68.3333333333333333
800918253,1,81.0000000000000000
800919269,1,73.0000000000000000
800920226,1,81.0000000000000000
800921538,3,66.0000000000000000
800921922,2,75.0000000000000000
800922755,5,66.6000000000000000
800923648,1,79.0000000000000000
800923722,3,83.0000000000000000
800924150,4,79.5000000000000000
800927904,4,95.2500000000000000
800928106,4,72.4000000000000000
800929413,4,85.7500000000000000
800930209,2,78.0000000000000000
800931178,1,78.0000000000000000
800932318,2,71.0000000000000000
800932913,1,
800935242,1,
800937760,3,83.3333333333333333
800939758,4,89.2500000000000000
800940045,1,70.0000000000000000
800940120,2,65.6666666666666667
800940297,1,71.0000000000000000
800941583,3,78.0000000000000000
800941814,4,81.7500000000000000
